id,code,AggIndex,SMILES,inventor,color_in_powder,patent,reference,molecular_weight,absorption,emission_sol,emission_solid,emission_aggr,emission_crys,qy_sol,qy_solid,qy_aggr,qy_crys,tau_sol,tau_solid,tau_aggr,tau_crys,features_id,mechanism_id,photostability,solubility_carbohyd,solubility_dmsodmf,solubility_enol,solubility_halogen,solubility_mecnacetone,solubility_thfea,solubility_toluene,solubility_water,corresponding_author,molar_aggr,molar_crys,molar_sol,molar_solid,thermostability,report_year,application1,application2,application3,application4,pka,comment,doi,tested_solvent
2000,"2,7-CzTPE",,CCN1C2=C(C=CC(/C(C3=CC=CC=C3)=C(C4=CC=CC=C4)C5=CC=CC=C5)=C2)C6=C1C=CC(/C(C7=CC=CC=C7)=C(C8=CC=CC=C8)C9=CC=CC=C9)=C6,DongFeng Dang,blue,,"Adv.Electron.Mater.2018,1800354",703.3,360,,,489.8,,,60.63,,,,2.9,,,AIE,other,1,,1,1,1,1,1,,0,TANG benzhong,,,,,1,2018,OLEDs devices,,,,,,10.1002/aelm.201800354,THF
2001,DTPA-BT-H,,C1(N(C2=CC=C(C3=CC=C(C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4)C7=NSN=C37)C=C2)C8=CC=CC=C8)=CC=CC=C1,XU yanzi,yellow,,,622.22,459,,595,,,75.33,21.95,,,,3.35,,,AIE,ESIPT,1,0,1,0,1,1,1,1,0,DANG dongfeng,,,,,1,2021,cell  imaging,,,,,,,THF
2002,DTPA-BT-M,,COC1=CC=C(N(C2=CC=C(OC)C=C2)C3=CC=C(C4=CC=C(C5=CC=C(N(C6=CC=C(OC)C=C6)C7=CC=C(OC)C=C7)C=C5)C8=NSN=C84)C=C3)C=C1,yanZi Xu ,orange,,"Mater.Chem.Front.,2021,5,1872-1883",742.26,482,735,676,676,,24.06,33.96,,,4.73,6.04,,,AIE,TICT,1,0,1,0,1,0,1,1,0,DANG dongfeng,,,,,1,2021,cell  imaging,,,,,,10.1039/d0qm00682c,THF
2003,IQ,,CCN(CC)C1=CC=C(C=C(C2=CC=C(C3=CC=C(C=[N+](CCC)C(C4=CC=CC=C4)=C5C6=CC=CC=C6)C5=C3)C=C2)C(O7)=O)C7=C1.[F+]B([F+])[F+][F+],"ChengCheng Zhou , MeiJuan Jiang",orange,,"Chem.Sci.,2020,11,4730-4740",702.6,430,501,,643,620,0.8,14.6,,5.7,,,,,AIE,TICT,1,0,1,0,1,1,1,0,0,TANG Ben Zhong,,,,,,2020,bacteria and fungi imaging,bacteria and fungi discrimination,,,,,10.1039/d0sc00256a,DMSO
2004,HPQ,,O=C1=[NH]C(C2=C(O)C=CC=C2)=NC3=CC=CC=C31,Meng Gao,white,,"ACSSens.2016,1,179−184",238,333,492,,492,,0.3,59.4,32.4,,,,,,AIE,ESIPT,1,,1,1,1,,1,0,0,"QIN An Jun, TANG Ben Zhong",,,,,1,2016,Amine Vapors Detection,Food Spoilage Detection,,,7.426,,10.1021/acssensors.5b00182,THF
2005,ASCPI,,CN(C)C(C=C1)=CC=C1/C=C(C#N)/C(C=C2)=CC=C2C3=CC=[N+](C)C=C3.[I-],FengYan Song ,red,NONE,"J.Mater.Chem.C,2021,9,11180-11188",467.355,482,674,,650,,,,,,,,,,AIE,TICT,1,,1,1,1,1,1,0,1,CHEN Sijie,,,,,1,2021,Laser,,,,,,10.1039/D1TC00604E,DMSO
2006,IQ,,CCC[N+]1=CC(C=C2)=C(C(C3=CC=CC=C3)=C1C4=CC=CC=C4)C=C2C(C=C5)=CC=C5N(C6=CC=CC=C6)C7=CC=CC=C7.FB(F)F.[F-],"ChengCheng Zhou ,  Chen Peng",orange,,"ACSNano2021,15,12129−12139",654.56,450,,,610,,,19,,,,,,,AIE,TICT,1,0,1,1,1,1,1,0,0,TANG Ben Zhong,27000,,,,,2021,keratitis treatment,Antifungi,Keratitis treatment,,,"For keratitis treatment, it's better than rosebengal",10.1021/acsnano.1c03508,DMSO
2007,DB-TBT,,C1(C2=CC=C(C3=CC=C(C4=CC=C(C5=CC=CC=C5)S4)C6=NSN=C63)S2)=CC=CC=C1,DongFeng Dang,red,,"ACSNano2019,13,11863−11873",452.05,489,619,,660,,99,13,,,8.24,4.48,,,AIE,other,1,,1,0,1,1,1,1,0,TANG benzhong,,,,,1,2019,super-resolution imaging,,,,,,10.1021/acsnano.9b05914,THF
2009,DP-TPT,,C12=C(C3=CC=C(C4=CC=C(C5=CC=C(C6=C(CCC7=CC=C8C=C7)C=CC(CC8)=C6)S5)C9=NSN=C94)S3)C=C(CCC%10=CC=C(CC2)C=C%10)C=C1,DongFeng Dang,red,,"ACSNano2019,13,11863−11873",712.2,497,657,,657,,19,25,,,6.32,4.16,,,AIE,other,1,,1,,1,1,1,1,0,TANG benzhong,,,,,1,2019,super-resolution imaging,,,,,,10.1021/acsnano.9b05914,THF
2010,TP1,,N#C/C(C#N)=C/C(C=C1)=CC=C1/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C4=CC=CC=C4,ShiDang Xu,yellow,,"Chem.Commun.,2017,53,8727--8730",408.5,308,,,474,,,,,,,,,,AIE,neutral aromatic,1,,1,,1,1,1,1,0,LIU Bin,,,,,1,2017,photosensitizers,,,,,,10.1039/C7CC04864E,THF
2011,TNZPPI,,C1(N(C2=CC=C(C3=C(C=CC=C4)C4=C(C5=CC=C(C6=NC(C(C=CC=C7)=C7C8=C9C=CC=C8)=C9N6C%10=CC=CC=C%10)C=C5)C%11=NSN=C%113)C=C2)C%12=CC=CC=C%12)=CC=CC=C1,Qing Wan,red,,"Adv.OpticalMater.2020,8,1901520",797.26,506,662,668,,,2.2,38,,,10.96,4.25,,,AIE,TICT,1,,1,0,1,1,1,1,0,Zhiming Wang and Ben Zhong Tang,,,,,1,2020,OLED,,,,0,,10.1002/adom.201901520,DMF
2012,TNZtPPI,,CC(C)(C)C(C=C1)=CC=C1N2C3=C(C(C=CC=C4)=C4C5=C3C=CC=C5)N=C2C(C=C6)=CC=C6C(C7=NSN=C78)=C9C(C=CC=C9)=C8C(C=C%10)=CC=C%10N(C%11=CC=CC=C%11)C%12=CC=CC=C%12,Qing Wan,red,,"Adv.OpticalMater.2020,8,1901520",853.32,506,686,665,,,4.1,24,,,1.5,3.11,,,AIE,TICT,1,,1,0,1,1,1,1,0,"Zhiming Wang, Ben Zhong Tang",,,-0.002,,1,2020,OLED,,,,,,10.1002/adom.201901520,DMF
2013,TNZ2tPPI,,CC(C)(C)C1=CC(N2C3=C(C(C=CC=C4)=C4C5=C3C=CC=C5)N=C2C(C=C6)=CC=C6C(C7=NSN=C78)=C9C(C=CC=C9)=C8C(C=C%10)=CC=C%10N(C%11=CC=CC=C%11)C%12=CC=CC=C%12)=CC(C(C)(C)C)=C1,Qing Wan,red,,"Adv.OpticalMater.2020,8,1901520",909.38,506,685,667,,,3.3,35,,,3.5,4.05,,,AIE,TICT,1,,1,0,1,1,1,1,0,"Zhiming Wang, Ben Zhong Tang",,,,,1,2020,OLED,cell imaging,,,,"TNZ2tPPI have good effect in cell imaging, the reference is doi.org/10.1016/j.dyepig.2021.109679  ",10.1002/adom.201901520,DMF
2014,TNZ,,C1(N(C2=CC=C(C3=C(C=CC=C4)C4=CC5=NSN=C53)C=C2)C6=CC=CC=C6)=CC=CC=C1,Qing Wan,red,,"J.Mater.Chem.C,2020,8,14146--14154",429.13,507,685,635,,,1.1,14,,,2.1,2.52,,,AIE,TICT,1,,1,0,1,1,1,1,0,"Zhiming Wang, Ben Zhong Tang",,,,,1,2020,OLED,,,,,this compound is difficult to prepare,10.1039/d0tc03813j,DMF
2015,PyTNZ,,C1(N(C2=CC=C(C3=C(C=CC=C4)C4=C(C5=CC=C(C=C6)C7=C5C=CC8=CC=CC6=C78)C9=NSN=C93)C=C2)C%10=CC=CC=C%10)=CC=CC=C1,Qing Wan,red,,"J.Mater.Chem.C,2020,8,14146--14154",629.19,507,686,657,,,2.3,36,,,10.51,3.48,,,AIE,TICT,1,,1,0,1,1,1,1,0,"Zhiming Wang, Ben Zhong Tang",,,,,1,2020,OLED,,,,,,10.1039/d0tc03813j,DMF
2016,PheTNZ,,C1(N(C2=CC=C(C3=C(C=CC=C4)C4=C(C5=C(C=CC=C6)C6=C(C=CC=C7)C7=C5)C8=NSN=C83)C=C2)C9=CC=CC=C9)=CC=CC=C1,Qing Wan,red,,"J.Mater.Chem.C,2020,8,14146--14154",605.19,501,687,658,,,2.2,24,,,1.57,3.1,,,AIE,TICT,1,,1,0,1,1,1,1,0,"Zhiming Wang, Ben Zhong Tang",,,,,1,2020,OLED,,,,,,10.1039/d0tc03813j,DMF
2018,TNZPy,,C[N+](C=C1)=CC=C1/C=C/C(C=C2)=CC=C2C(C3=NSN=C34)=C5C(C=CC=C5)=C4C(C=C6)=CC=C6N(C7=CC=CC=C7)C8=CC=CC=C8.[I-],"Qing Wan, RongYuan Zhang",red,,"Adv.Funct.Mater.2020,30,2002057",750.13,511,662,666,665,,0.3,5.5,,,13.78,2.82,,,AIE,TICT,1,,1,1,1,1,1,,0,"Weijie Zhang, Jianquan Hou, Zhiming Wang, Ben Zhong Tang",,,,,1,2020,cell imaging,mitochondria imaging,anticancer,,,,10.1002/adfm.202002057,DMSO
2019,MTNZPy,,C[N+](C=C1)=CC=C1/C=C/C(C=C2)=CC=C2C(C3=NSN=C34)=C5C(C=CC=C5)=C4C(C=C6)=CC=C6N(C7=CC=C(OC)C=C7)C8=CC=C(OC)C=C8.[I-],"Qing Wan, RongYuan Zhang",black,,"Adv.Funct.Mater.2020,30,2002057",810.15,528,686,681,681,,0.03,2.2,,,7.11,2.33,,,AIE,TICT,1,,1,1,1,1,1,,0,"Zhiming Wang, Ben Zhong Tang",,,,,1,2020,cell imaging,mitochondria imaging,anticancer,,,type I photosensitizer,10.1002/adfm.202002057,DMSO
2020,TNZTPE,,C1(N(C2=CC=C(C3=C(C=CC=C4)C4=C(C5=CC=C(/C(C6=CC=CC=C6)=C(C7=CC=CC=C7)/C8=CC=CC=C8)C=C5)C9=NSN=C93)C=C2)C%10=CC=CC=C%10)=CC=CC=C1,Qing Wan,red,,"J.Mater.Chem.C,2022,10,1062–1068",759.27,507,687,651,651,,1.2,50,,,1.9,6.01,,,AIE,TICT,1,,1,0,1,1,1,1,0,"Zhiming Wang, Ben Zhong Tang",,,,,1,2022,OLED,,,,,,10.1039/d1tc04343a,DMF
2021,DPhPZ,,C1(N2C(C=CC=C3)=C3N(C4=CC=CC=C4)C5=C2C=CC=C5)=CC=CC=C1,PinGan Yin,white,,"Adv.Electron.Mater.2020,2000255",334.14,357,463,515,469,542,3.5,9.4,,11.3,9.03,32.76,,46.3,AIE,other,1,,0,0,1,,1,1,0,"Qian Peng, Zhiming Wang, Zhigang Shuai, Ben Zhong Tang",,,,,1,2020,theoretical research,,,,,,10.1002/aelm.202000255,THF
2022,DPCE-ECh,,O=C(O[C@@H]1CC2=CC[C@]([C@@](CC[C@]3([H])[C@H](C)CCCC(C)C)([H])[C@]3(C)CC4)([H])[C@@]4([H])[C@@]2(C)CC1)COC(C=C5)=CC=C5/C(C#N)=C/C6=CC=C(OCCCCCCCCCCCCCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCCCCCCCCCCCCCC)=C6,FengYan Song ,yellow,CN 111196834 B,"Mater.Chem.Front.,2019,3,1768-1778",1409.24,364,430,500,510,,0.005,0.12,,,,4.43,,,AIE,TICT,1,,1,1,1,1,1,1,0,TANG Ben Zhong,,,18000,,1,2019,CPL,liquid crystal,,,,,10.1039/C9QM00332K,THF
2023,DPCE-ACh,,CCCCCCCCCCCCCCCCCCCCCCCCCCOC1=CC(/C=C(C#N)/C2=CC=C(OCC(N([H])/N=C/C3=CC=C(OCC(O[C@@H]4CC5=CC[C@]([C@@](CC[C@]6([H])[C@H](C)CCCC(C)C)([H])[C@]6(C)CC7)([H])[C@@]7([H])[C@@]5(C)CC4)=O)C=C3)=O)C=C2)=CC=C1OCCCCCCCCCCCCCCCCCCCCCCCCCC,FengYan Song ,yellow,CN 111196834 B,"Mater.Chem.Front.,2019,3,1768-1778",1585.29,352,430,500,490,,0.003,0.114,,,,3.28,,,AIE,TICT,1,,1,1,1,1,1,1,0,TANG Ben Zhong,,,29000,,1,2019,CPL,liquid crystal,,,,,10.1039/C9QM00332K,THF
2024,DBTBT-0C8,,C1(C2=CC=C(C3=CC=C(C4=CC=C(C5=CC=CC=C5)S4)C6=NSN=C63)S2)=CC=CC=C1,YanZi Xu ,red,,"ACSAppl.Mater.Interfaces2020,12,6814−6826",452.04,494,630,690,680,,99,13,,,,4.48,,,AIE,other,1,,1,0,1,1,1,1,0,DANG dongfeng,,,,,1,2020,Vitro Imaging,vivo imaging,,,,,10.1021/acsami.9b18336,THF
2025,DBTBT-2C8,,CCCCCCCCOC1=CC=C(C2=CC=C(C3=CC=C(C4=CC=C(C5=CC=C(OCCCCCCCC)C=C5)S4)C6=NSN=C63)S2)C=C1,YanZi Xu ,red,,"ACSAppl.Mater.Interfaces2020,12,6814−6826",708.29,511,676,740,675,,91,20,,,,2.63,,,AIE,ESIPT,1,,1,0,1,1,1,1,0,DANG dongfeng,,,,,1,2020,Vitro Imaging,vivo imaging,,,,,10.1021/acsami.9b18336,THF
2026,DBTBT-4C8,,CCCCCCCCOC1=CC(C(S2)=CC=C2C(C3=NSN=C34)=CC=C4C(S5)=CC=C5C6=CC(OCCCCCCCC)=CC(OCCCCCCCC)=C6)=CC(OCCCCCCCC)=C1,YanZi Xu ,red,,"ACSAppl.Mater.Interfaces2020,12,6814−6826",964.53,496,655,680,675,,25,25,,,,3.85,,,AIE,other,1,,1,0,1,1,1,1,0,DANG dongfeng,,,,,1,2020,Vitro Imaging,vivo imaging,,,,,10.1021/acsami.9b18336,THF
2027,tp2,,COC(C=C1)=CC=C1/C(C2=CC=C(OC)C=C2)=C(C3=CC=CC=C3)C4=CC=C(/C=C(C#N)/C#N)C=C4,Shidang Xu,red,,"Chem.Commun.,2017,53,8727",468.5,441,,,641,,,,,,,,,,AIE,ESIPT,1,,1,,1,1,1,1,,LIU Bin,,,,,1,2017,,,,,,,10.1039/C7CC04864E,DMSO
2028,tp4,,COC(C=C1)=CC=C1/C(C2=CC=C(OC)C=C2)=C(C3=CC=CC=C3)C4=CC=C(/C(C)=C(C#N)/C#N)C=C4,Shidang Xu,orange,,"Chem.Commun.,2017,53,8727",482.5,395,,,602,,,,,,,,,,AIE,neutral aromatic,1,,1,,1,1,1,1,0,LIU Bin,,,,,1,2017,,,,,,,10.1039/C7CC04864E,DMSO
2029,tp5,,COC1=CC=C(/C(C2=CC=C(OC)C=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=CC=C(/C(C)=C(C#N)/C#N)S5)C=C4)C=C1,Shidang Xu,red,,"Chem.Commun.,2017,53,8727",564.7,450,,,651,,,,,,,,,,AIE,neutral aromatic,1,,1,,1,1,1,1,0,LIU Bin,,,,,1,2017,,,,,,,10.1039/C7CC04864E,DMSO
2030,tp6,,COC1=CC=C(/C(C2=CC=C(OC)C=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=CC=C(/C(C)=C(C#N)/C#N)C=C5)C=C4)C=C1,Shidang Xu,orange red,,"Chem.Commun.,2017,53,8727",558.7,390,,,595,,,,,,,,,,AIE,neutral aromatic,1,,1,,1,1,1,1,0,LIU Bin,,,,,1,2017,,,,,,,10.1039/C7CC04864E,DMSO
2031,tp7,,COC1=CC=C(/C(C2=CC=C(OC)C=C2)=C(C3=CC=CC=C3)/C4=CC=C(/C(C5=CC=CS5)=C(C#N)/C#N)C=C4)C=C1,Shidang Xu,pink,,"Chem.Commun.,2017,53,8727",550.6,431,,,636,,,,,,,,,,AIE,neutral aromatic,1,,1,,1,1,1,1,0,LIU Bin,,,,,1,2017,,,,,,,10.1039/C7CC04864E,DMSO
2032,tp8,,COC1=CC=C(/C(C2=CC=C(OC)C=C2)=C(C3=CC=CC=C3)/C4=CC=C(C5=CC=C(/C(C6=CC=CS6)=C(C#N)/C#N)C=C5)C=C4)C=C1,Shidang Xu,pink,,"Chem.Commun.,2017,53,8727",626.7,439,,,665,,,,,,,,,,AIE,neutral aromatic,1,,1,,1,1,1,1,0,LIU Bin,,,,,1,2017,,,,,,,10.1039/C7CC04864E,DMSO
2033,BN-CF,,FC1=C(C#N)C2=C(OC3=C(C4=C(C=CC=C5)C5=CC=C4O2)C6=CC=CC=C6C=C3)C(C#N)=C1N7C8=C(C=CC=C8)C9=CC=CC=C97,Fengyan Song,green,,"Adv.Funct.Mater.2018,1800051",593.616,400,495,520,506,,,38.7,,,,73.36,,,TADF,TICT,1,,1,1,1,1,1,1,0,TANG Ben Zhong,,,4000,,1,2018,CPL,OLED,,,,,10.1002/adfm.201800051,THF
2034,BN-CCB,,CC(C)(C)C(C=C1)=CC2=C1N(C3=C(C#N)C4=C(OC5=C(C6=C(C=CC=C7)C7=CC=C6O4)C8=CC=CC=C8C=C5)C(C#N)=C3N9C%10=C(C=CC=C%10)C%11=CC=CC=C%119)C%12=CC=C(C(C)(C)C)C=C%122,Fengyan Song,yellow,,"Adv.Funct.Mater.2018,1800051",853.038,420,530,538,540,,,19.6,,,,229.7,,,TADF,TICT,1,,1,1,1,1,1,1,0,TANG Ben Zhong,,,4000,,1,2018,CPL,OLED,,,,,10.1002/adfm.201800051,THF
2035,BN-DCB,,CC(C)(C)C(C=C1)=CC2=C1N(C3=C(C#N)C4=C(OC5=C(C6=C(C=CC=C7)C7=CC=C6O4)C8=CC=CC=C8C=C5)C(C#N)=C3N9C%10=C(C=C(C(C)(C)C)C=C%10)C%11=CC(C(C)(C)C)=CC=C%119)C%12=CC=C(C(C)(C)C)C=C%122,Fengyan Song,yellow,,"Adv.Funct.Mater.2018,1800051",965.25,440,531,553,545,,,22.1,,,,254.6,,,TADF,TICT,1,,1,1,1,1,1,1,0,TANG Ben Zhong,,,5000,,1,2018,CPL,OLED,,,,,10.1002/adfm.201800051,THF
2036,BN-AF,,CC1(C)C(C=CC=C2)=C2N(C3=C(C#N)C(OC4=C(C5=C(C=CC=C6)C6=CC=C5O7)C8=CC=CC=C8C=C4)=C7C(C#N)=C3F)C9=CC=CC=C91,Fengyan Song,orange,,"Adv.Funct.Mater.2018,1800051",625.698,450,585,580,575,,,5.3,,,,63.2,,,TADF,TICT,1,,1,1,1,1,1,1,0,TANG Ben Zhong,,,1000,,1,2018,CPL,OLED,,,,,10.1002/adfm.201800051,THF
2037,CSPP,,[I-].[I-].C[N+]1=CC=C(C=C1)C1=CC=C(C=C1)C(=CC1=CC=C(C=C1)N1CC[N+](C)(C)CC1)C#N,Xiujuan Shi,orange,ZL201780037847.9,"Chem.Sci.,2017,8,7014",663.3659,388,622,607,640,620,0.7,3.5,,3.5,0.7,0.9,,1,AIE,TICT,1,,1,0,1,1,0,0,1,TANG Ben Zhong,,,26800,,,2017,cell imaging,supramolecular self-assembly with CB[8],,,,,10.1039/c7sc01054k,water
2038,CBBHA-4,,O=C(N/N=C/C1=CC(C(C2=CC(/C=N/NC(C3=CC=C(OCCCC)C=C3)=O)=C(O)C=C2)=O)=CC=C1O)C4=CC=C(OCCCC)C=C4,Yao Ma,white,Chinese invention patent 202010622846.4,"J.Mater.Chem.C,2020,8,13705-13711",650,,,,513,,,,,,,,,,AIE,ICT,1,0,1,0,0,0,1,0,0,TANG Ben Zhong,,,,,1,2020,AIE supramolecular gel,,,,,,10.1039/d0tc03665j,none
2039,CBBHA-8,,O=C(N/N=C/C1=CC(C(C2=CC(/C=N/NC(C3=CC=C(OCCCCCCCC)C=C3)=O)=C(O)C=C2)=O)=CC=C1O)C4=CC=C(OCCCCCCCC)C=C4,Yao Ma,white,Chinese invention patent 202010622846.4,"J.Mater.Chem.C,2020,8,13705-13711",762,,,,517,,,,15.8,,,,,,AIE,ESIPT,1,1,1,1,1,1,1,1,1,TANG Ben Zhong,,,,,1,2020,AIE supramolecular gel,self-shrinking,,,,,10.1039/d0tc03665j,none
2040,CBBHA-12,,O=C(N/N=C/C1=CC(C(C2=CC(/C=N/NC(C3=CC=C(OCCCCCCCCCCCC)C=C3)=O)=C(O)C=C2)=O)=CC=C1O)C4=CC=C(OCCCCCCCCCCCC)C=C4,Yao Ma,white,Chinese invention patent 202010622846.4,"J.Mater.Chem.C,2020,8,13705-13711",874,,,,515,,,,10.2,,,,,,AIE,ESIPT,1,1,1,1,1,1,1,1,1,TANG Ben Zhong,,,,,1,2020,AIE supramolecular gel,self-shrinking,,,,,10.1039/d0tc03665j,none
2041,N-DPAS,,CCN(CC)C(C=C1)=CC(O)=C1/C=N/N=C(C2=CC=CC=C2)/C3=CC=CC=C3,Jialin Tong,yellow,,"J.Mater.Chem.C,2020,8,996-1001",371,406,440,,530,,0.4,0.9,0.1,,,,,,ACQ,ESIPT,1,,1,0,1,1,1,1,0,WANG Zhiming; ZHANG Xiaojuan; TANG Ben Zhong,,,100000,,,2020,Metal ion selectivity,,,,,,10.1039/C9TC05822B,THF
2042,2N-DPAS,,OC(C=CC=C1)=C1/C=N/N=C(C2=CC=C(N(CC)CC)C=C2)/C3=CC=C(N(CC)CC)C=C3,Jialin Tong,yellow,,"J.Mater.Chem.C,2020,8,996-1001",442,395,540,,545,,0.7,1.3,1.7,,,,,,AIE,ESIPT,1,1,1,1,1,1,1,1,0,WANG Zhiming; ZHANG Xiaojuan; TANG Ben Zhong,,,100000,,1,2020,Metal ion selectivity,,,,,,10.1039/C9TC05822B,THF
2043,3N-DPAS,,OC(C=C(N(CC)CC)C=C1)=C1/C=N/N=C(C2=CC=C(N(CC)CC)C=C2)/C3=CC=C(N(CC)CC)C=C3,Jialin Tong,yellow,,"J.Mater.Chem.C,2020,8,996-1001",513,417,470,,521,,0.4,0.7,0.8,,,,,,ACQ,ESIPT,1,1,1,1,1,1,1,1,0,WANG Zhiming; ZHANG Xiaojuan; TANG Ben Zhong,,,,,,2020,Metal ion selectivity,,,,,,10.1039/C9TC05822B,THF
2044,TPEPCl,,O=C(C(C=C1)=CC=C1N2C3=C(C(C=CC=C4)=C4C5=C3C=CC=C5)N=C2C(C=C6)=CC=C6/C(C7=CC=CC=C7)=C(C8=CC=CC=C8)/C9=CC=CC=C9)O,Lu Liu,yellow,,"Chem.Commun.,2022,58,5769-5772",687,363,432,495,502,500,0.7,36.6,26.2,42.6,,,,,AIE,ESIPT,1,,1,,1,,1,1,0,WANG Zhi Ming,,,,,0,2022,,,,,7,,10.1039/d2cc00909a,THF
2045,TPEPOH,,O=C(C(C=C1)=CC=C1N2C3=C(C(C=CC=C4)=C4C5=C3C=CC=C5)N=C2C(C=C6)=CC=C6/C(C7=CC=CC=C7)=C(C8=CC=CC=C8)/C9=CC=CC=C9)O,Lu Liu,white,,"Chem.Commun.,2022,58,5769-5772",668,350,484,461,485,,0.1,74.1,40.2,,,,,,AIE,ESIPT,1,,1,,1,,1,1,0,WANG Zhi Ming,,,,,,2020,,,,,,,10.1039/d2cc00909a,THF
2046,TPEPCl,,O=C(C(C=C1)=CC=C1N2C3=C(C(C=CC=C4)=C4C5=C3C=CC=C5)N=C2C(C=C6)=CC=C6/C(C7=CC=CC=C7)=C(C8=CC=CC=C8)/C9=CC=CC=C9)Cl,LIU Lu,yellow,,"Chem. Commun., 2022,58, 5769-5772",687,350,,495,502,,0.7,36.6,26.2,42.6,,,,,AIE,ESIPT,1,,1,,1,,1,1,0,WANG Zhi Ming,,,,,0,2022,,,,,,,10.1039/d0tc03665j,THF
2047,TBP,,S1N=C2C(=N1)C(=CC=C2C1=CC=NC=C1)C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1,Xiujuan Shi,orange,,"J.Mater.Chem.B,2020,8，1516",456.567,444,671,600,622,,3.5,24.7,30.2,,,5,,,AIE,TICT,1,,1,0,1,1,1,1,0,TANG Ben Zhong,,,13200,,,2020,cell imaging,lipid droplet targeting,,,,,10.1039/c9tb02848j,DMSO
2048,TBP-1,,[Br-].CC[N+]1=CC=C(C=C1)C1=CC=C(C2=NSN=C12)C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1,Xiujuan Shi ,red,,"SmallMethods2020,4,2000045",565.533,486,665,,705,,,,,,,,,,AIE,TICT,1,,1,0,1,1,1,0,1,TANG Ben Zhong,13320,,15400,,,2020,bacteria imaging,photosensitizer,,,,,10.1002/smtd.202000046,DMSO
2049,TBP-2,,[Br-].[Br-].C[N+](C)(C)CCC[N+]1=CC=C(C=C1)C1=CC=C(C2=NSN=C12)C1=CC=C(C=C1)N(C1=CC=CC=C1)C1=CC=CC=C1,Xiujuan Shi ,red,,"SmallMethods2020,4,2000046",717.568,493,667,,685,,,,,,,,,,AIE,TICT,1,,1,0,1,1,1,0,1,TANG Ben Zhong,13260,,14800,,,2020,bacteria imaging,photosensitizer,,,,,10.1002/smtd.202000046,DMSO
2050,CSMPP,,CN1CCN(CC1)C1=CC=C(C=C(/C#N)C2=CC=C(C=C2)C2=CC=NC=C2)C=C1,Xiujuan Shi,yellow,,"Chem.Sci.,2020,11,3152",380.495,373,509,525,508,538,0.3,25.4,1.4,13.5,,,,,AIE,TICT,1,,1,0,1,1,1,1,0,TANG Ben Zhong,13210,,23810,,,2020,cell imaging,lysosome targeting,pH measurement,long-term tracking,4.75,,10.1039/c9sc06226b,MeCN
2051,CSPP-NHS,,[I-].[I-].C[N+]1(C)CCN(CC1)C1=CC=C(C=C(/C#N)C2=CC=C(C=C2)C2=CC=[N+](CCCC(=O)ON3C(=O)CCC3=O)C=C2)C=C1,Xiujuan Shi,orange,ZL201780037847.9,"Chem.Sci.,2017,8,7014",833.51,405,624,,,,,,,,,,,,AIE,TICT,1,,1,0,1,0,0,0,1,TANG Ben Zhong,,,26800,,,2017,protein conjugation,,,,,,10.1039/c7sc01054k,water
2052,TTPY-Py,,N(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=C(C4=CC=C(/C=C/C5=CC=[N+](CCCC[N+]6=CC=CC=C6)C=C5)S4)C=C3.[Br-].[Br-],Nan Song,"reddish
black",,"Adv.Funct.Mater.2021,2009924",282.627,475,700,,680,,,,,,,,,,AIE,other,,,1,,,,,,,Dong Wang， Ben Zhong Tang,,,,,,2021,anticancer,,,,,,10.1002/adfm.202009924,THF
2053,TPE-BPA,,[O-]C(C1=NC(C([O-])=O)=CC(OCCCCOC(C=C2)=CC=C2/C(C3=CC=C(C=C3)OCCCCOC4=CC(C([O-])=O)=NC(C([O-])=O)=C4)=C(C5=CC=C(C=C5)OCCCCOC6=CC(C([O-])=O)=NC(C([O-])=O)=C6)/C7=CC=C(OCCCCOC8=CC(C([O-])=O)=NC(C([O-])=O)=C8)C=C7)=C1)=O,Jie Li,yellow,,"ACSAppl.Mater.Interfaces2020,12,29641",1337,340,480,,480,,,,,,,,,,AIE,other,,,,,,,,,,Dong Wang， Ben Zhong Tang,,,,,,2020,anticancer,,,,,,10.1021/acsami.0c06204,water
2054,TSSAM,,C[N+](C1=C2C=CC=C1)=C3C(C=CC=C3)=C2/C=C/C(S4)=CC=C4C(S5)=CC=C5C(C=C6)=CC=C6N(C7=CC=CC=C7)C8=CC=CC=C8.FC(F)(S(=O)([O-])=O)F,Wenhan Xu,green,,"ACSMaterialsLett.2020,2,1033",777,650,1022,,950,,,,,,,,,,AIE,other,,,1,,,,,,0,Dong Wang， Ben Zhong Tang,,,,,,2020,cell imaging,anticancer,,,,,10.1021/acsmaterialslett.0c00263,DMSO
